"views","likes","dislikes","comment_count","days_trending","days_after_publish","num_tags","title_word_count","description_word_count","category_id","Country","engagement","category"
238661,1960,393,1692,1,1,8,10,23,"25","Canada",0.016948726436242203,"News & Politics"
159350,9933,131,445,1,1,14,6,142,"17","Germany",0.06594916849701914,"Sports"
97287,9117,77,311,1,2,19,4,65,"10","Germany",0.09770061775982403,"Music"
5475,153,4,13,1,1,1,11,180,"1","Germany",0.031050228310502283,"Film & Animation"
68544,203,66,12,1,1,5,2,0,"22","Germany",0.004099556489262372,"People & Blogs"
479259,15530,138,2711,2,1,38,5,147,"1","Canada",0.038348784269048676,"Film & Animation"
461882,4129,302,368,1,1,26,2,32,"23","Germany",0.010390099635837724,"Comedy"
207648,7048,265,521,7,4,10,2,45,"22","USA",0.0377273077515796,"People & Blogs"
12065,585,18,42,1,1,42,7,351,"26","Germany",0.0534604227103191,"Howto & Style"
245121,4845,168,2243,2,1,31,8,242,"24","Canada",0.029601706912096473,"Entertainment"
173872,7184,166,928,2,1,17,10,464,"1","Germany",0.047609735897671854,"Film & Animation"
12608,780,21,78,1,1,19,13,96,"23","Canada",0.06971763959390863,"Comedy"
1896573,97215,1357,9406,5,1,29,14,199,"26","Canada",0.056933215858287554,"Howto & Style"
109186,0,0,53,2,0,20,13,98,"20","Germany",4.8541021742714267E-4,"Gaming"
16631,292,54,337,2,1,27,9,33,"25","Canada",0.0410678852744874,"News & Politics"
214448,1478,80,84,1,1,28,2,75,"24","Germany",0.007656867865403268,"Entertainment"
1544673,230604,12555,24310,1,1,24,6,123,"24","Germany",0.17315574234805683,"Entertainment"
418405,12578,300,3877,1,1,37,3,134,"23","Germany",0.04004493254143712,"Comedy"
45992,737,30,232,1,1,1,8,77,"24","Germany",0.021721168898938947,"Entertainment"
33701,1475,37,78,2,1,31,11,470,"24","Germany",0.047179608913682086,"Entertainment"
2209,239,2,13,1,1,13,9,100,"17","Germany",0.11498415572657311,"Sports"
172183,1890,98,336,1,2,1,10,1,"24","Canada",0.013497267442198126,"Entertainment"
383773,9829,639,1895,1,1,25,9,174,"27","Canada",0.03221435588225331,"Education"
9455,437,8,131,1,1,22,11,102,"28","Germany",0.060920148069804336,"Science & Technology"
180342,1779,55,171,3,1,20,8,68,"23","Canada",0.011117765135132138,"Comedy"
4931,164,8,35,1,1,8,11,219,"27","Germany",0.041979314540661124,"Education"
5742,352,11,64,1,1,12,14,628,"24","Germany",0.07436433298502264,"Entertainment"
147139,5413,192,695,1,1,21,7,190,"24","Canada",0.0428166563589531,"Entertainment"
365036,4320,516,522,1,1,17,14,359,"22","Germany",0.014678004361213689,"People & Blogs"
271222,12869,145,1651,2,1,1,6,8,"20","Canada",0.054070097558457646,"Gaming"
263368,6320,159,683,1,1,12,11,76,"24","Germany",0.027193888399501837,"Entertainment"
262841,11220,213,2714,2,1,23,9,189,"15","Canada",0.05382341415532584,"Pets & Animals"
9915,225,36,0,1,1,7,9,48,"25","Germany",0.02632375189107413,"News & Politics"
13189,103,61,57,4,2,30,13,129,"25","USA",0.01675638789900675,"News & Politics"
42650,1138,22,49,1,2,19,6,75,"23","Germany",0.028347010550996483,"Comedy"
84949,9510,77,382,1,1,28,7,770,"27","Canada",0.11735276459993643,"Education"
248753,16916,109,1826,3,1,7,4,205,"22","Canada",0.075782000619088,"People & Blogs"
119968,1630,214,1121,1,1,26,14,159,"25","Canada",0.024714923979727927,"News & Politics"
296488,4813,235,1254,2,2,6,8,43,"25","Canada",0.021255497692992634,"News & Politics"
307517,3486,1172,2929,1,1,29,12,176,"25","Germany",0.024671806761902594,"News & Politics"
550262,34125,494,3856,1,2,9,3,27,"23","Germany",0.06992123751958158,"Comedy"
162948,2841,204,406,1,1,45,15,61,"25","Canada",0.021178535483712596,"News & Politics"
137081,1070,52,99,17,1630,1,4,66,"22","United Kingdom",0.008907142492395007,"People & Blogs"
1292319,104471,8031,5542,1,1,4,4,90,"10","Germany",0.09134277217931486,"Music"
818943,77692,301,3997,4,0,25,16,82,"24","Canada",0.10011685794982068,"Entertainment"
32970,183,27,54,1,1,14,17,167,"24","Germany",0.008007279344858963,"Entertainment"
109211,843,78,1389,1,1,22,3,24,"20","Germany",0.02115171548653524,"Gaming"
9098242,160917,5256,20331,4,1,31,9,85,"24","Canada",0.020498905173109268,"Entertainment"
250701,2835,205,1111,1,1,4,14,33,"22","Canada",0.016557572566523467,"People & Blogs"
22917,1591,61,1516,1,2,5,9,114,"27","Germany",0.13823798926561068,"Education"
444655,22892,459,882,1,1,35,6,53,"24","Germany",0.054498431368139345,"Entertainment"
134851,2784,200,359,1,2,26,8,175,"24","Germany",0.02479032413552736,"Entertainment"
482612,8041,243,219,3,1,24,4,42,"23","Canada",0.01761870819623217,"Comedy"
188750,6721,555,140,2,0,30,13,553,"20","Canada",0.039290066225165565,"Gaming"
55830,1719,10,128,1,1,17,7,120,"24","Canada",0.03326168726491134,"Entertainment"
56970,3044,74,1372,1,1,14,7,328,"22","Canada",0.07881341056696507,"People & Blogs"
5268,238,4,26,1,1,3,4,37,"10","Germany",0.05087319665907365,"Music"
8885,795,76,219,2,1,7,12,40,"24","Germany",0.12267867191896455,"Entertainment"
15066,526,61,338,5,1,4,13,11,"24","USA",0.061396521969998674,"Entertainment"
199099,505,155,59,1,2,22,3,3,"26","Germany",0.0036112687657898833,"Howto & Style"
618476,28717,613,3798,1,1,12,5,198,"28","Germany",0.053563921639643255,"Science & Technology"
5451,17,6,0,1,1,8,6,1,"27","Germany",0.004219409282700422,"Education"
11840,238,11,426,1,0,5,10,16,"24","Canada",0.057010135135135136,"Entertainment"
160294,477,35,177,1,1,5,15,93,"17","Canada",0.00429835177860681,"Sports"
681882,3789,220,2275,10,4,6,11,123,"25","USA",0.009215670746551457,"News & Politics"
74286,2873,263,672,2,1,1,8,455,"25","Germany",0.05126134130253345,"News & Politics"
83038,4116,35,103,4,2,40,8,120,"26","USA",0.051229557551964164,"Howto & Style"
433642,36623,775,7250,1,1,6,6,85,"22","Canada",0.10296050659299606,"People & Blogs"
813724,43358,408,2069,2,1,8,5,34,"22","Canada",0.05632745255147937,"People & Blogs"
265939,933,120,83,1,0,11,14,151,"17","Canada",0.0042716562820797254,"Sports"
26287,2289,75,843,1,1,8,9,27,"22","Germany",0.12199946741735458,"People & Blogs"
480136,13228,276,1837,2,1,32,3,134,"23","Canada",0.03195136378026226,"Comedy"
769330,66477,2013,3219,2,1,9,7,47,"23","Canada",0.09320967595180221,"Comedy"
57086,148,37,97,1,1,1,9,1,"22","Germany",0.004939915215639561,"People & Blogs"
59887,5188,36,329,2,1,22,11,435,"26","Germany",0.09272463138911617,"Howto & Style"
124297,7074,685,1663,1,1,17,10,180,"17","Germany",0.07580231220383436,"Sports"
126584,1975,479,718,1,9,17,8,63,"25","Canada",0.025058459204954812,"News & Politics"
255264,1097,51,201,1,1,23,7,170,"22","Canada",0.005284724833897455,"People & Blogs"
687873,6025,531,3569,7,1,32,16,147,"17","USA",0.014719286845100767,"Sports"
1402,20,0,0,1,4,29,8,63,"24","USA",0.014265335235378032,"Entertainment"
288922,7515,792,2111,1,2,28,8,68,"1","USA",0.03605817487072636,"Film & Animation"
573371,115729,189,8825,1,1,18,4,83,"10","Canada",0.2175607067675205,"Music"
31746,359,6,40,7,7,25,8,55,"10","United Kingdom",0.012757512757512758,"Music"
7214,554,10,88,1,1,22,4,306,"27","Germany",0.09037981702245633,"Education"
168057,1241,37,420,2,1,35,6,103,"24","Canada",0.010103714811046252,"Entertainment"
13159,149,30,41,1,1,20,6,10,"25","Germany",0.01671859563796641,"News & Politics"
607947,4066,426,631,1,1,29,9,151,"24","Canada",0.008426721408280656,"Entertainment"
36399,489,14,132,1,1,8,9,1,"24","Canada",0.01744553421797302,"Entertainment"
1792690,104034,2014,12743,1,1,1,5,56,"20","Canada",0.06626410589672503,"Gaming"
2879,188,3,9,1,1,21,6,158,"23","Germany",0.06946856547412296,"Comedy"
58838,4177,34,376,1,1,11,5,129,"1","Germany",0.07795982188381659,"Film & Animation"
16274,106,10,29,1,0,1,8,4,"22","Canada",0.008909917660071279,"People & Blogs"
123949,106,23,232,1,1,33,6,79,"1","Germany",0.0029124882007922613,"Film & Animation"
5722,230,5,392,1,1,12,7,289,"20","Germany",0.10957707095421182,"Gaming"
24597,1409,31,194,1,0,8,10,22,"1","Canada",0.06643086555270968,"Film & Animation"
2422853,14461,2100,793,2,1,20,10,10,"24","Canada",0.007162630171950176,"Entertainment"
621374,31682,805,3429,1,1,17,5,195,"28","Germany",0.057800937921445056,"Science & Technology"
438015,3878,377,1835,1,1,30,15,157,"17","Canada",0.013903633437211054,"Sports"
17111,66,12,3,1,1,2,14,4,"1","Germany",0.004733796972707615,"Film & Animation"
591117,16648,420,4419,2,1,39,3,134,"23","Canada",0.03634982583820123,"Comedy"
9164,1124,5,69,1,1,16,8,58,"23","Canada",0.13072893932780444,"Comedy"
69655,91,13,100,2,1,6,6,78,"1","Canada",0.002928720120594358,"Film & Animation"
179521,151,40,232,1,1,33,6,79,"1","Germany",0.0023562702970683093,"Film & Animation"
28006,1819,42,153,2,1,1,1,1,"20","Germany",0.07191316146540028,"Gaming"
2710,237,8,111,1,1,24,7,256,"1","Germany",0.13136531365313653,"Film & Animation"
37562,0,0,0,1,2,5,6,114,"24","Canada",0.0,"Entertainment"
235462,9957,105,450,1,1,38,12,162,"1","Canada",0.044644146401542496,"Film & Animation"
78612,2842,64,419,1,1,35,7,222,"22","Germany",0.04229634152546685,"People & Blogs"
164661,4725,227,229,1,1,25,9,126,"17","Germany",0.0314646455444823,"Sports"
29019,191,99,0,1,1,16,4,6,"43","Germany",0.009993452565560494,"Shows"
318958,3663,118,2,1,0,25,17,50,"20","Germany",0.011860495739250935,"Gaming"
308927,19507,209,1212,3,1,10,11,85,"22","Germany",0.06774415962347091,"People & Blogs"
317620,5064,450,1832,1,1,8,5,168,"24","Canada",0.023128266481959574,"Entertainment"
93613,491,180,335,1,1,67,11,94,"24","Germany",0.01074637069637764,"Entertainment"
2663,317,15,140,1,1,6,7,33,"25","Germany",0.17724371010138942,"News & Politics"
356366,13851,430,643,1,2,23,9,348,"10","Germany",0.04187829366437876,"Music"
230980,5006,230,558,2,1,26,8,187,"27","Germany",0.025084422893757036,"Education"
1361370,8545,296,594,1,1,18,9,336,"22","Germany",0.0069305185217832035,"People & Blogs"
8465,863,12,37,1,1,26,13,1,"26","Germany",0.10773774365032486,"Howto & Style"
136927,9584,249,1067,2,1,30,4,96,"20","Germany",0.0796044607710678,"Gaming"
65240,131,57,25,1,1,7,3,8,"10","Germany",0.003264868179031269,"Music"
114396,1070,62,402,1,1,9,9,1,"25","Germany",0.013409559774817302,"News & Politics"
38105,529,28,0,1,1,22,13,163,"24","Canada",0.014617504264532214,"Entertainment"
1275553,6014,767,6157,4,1,48,12,276,"24","Canada",0.010143051680330022,"Entertainment"
25741,240,27,54,1,1,28,9,42,"24","Germany",0.012470377996192845,"Entertainment"
208874,2814,31,159,1,5,36,11,298,"24","Canada",0.014381876155002537,"Entertainment"
23163,755,35,80,2,1,25,3,91,"24","Germany",0.03755990156715451,"Entertainment"
17399,120,44,15,1,1,27,6,61,"24","Germany",0.010287947583194436,"Entertainment"
374930,12036,656,3300,1,1,19,4,144,"28","Canada",0.042653295281785936,"Science & Technology"
97359,728,88,92,4,1,1,9,7,"20","Germany",0.009326307788699556,"Gaming"
689798,3377,1341,2044,8,1,10,13,17,"25","USA",0.009802869825659106,"News & Politics"
44886,5832,87,1066,1,1,17,2,11,"22","Germany",0.15561645056365014,"People & Blogs"
12228,748,23,147,2,1,9,4,119,"24","Germany",0.07507360157016683,"Entertainment"
92069,11350,181,824,1,1,6,10,271,"1","Canada",0.13419283363564283,"Film & Animation"
83838,890,57,54,1,14,12,6,100,"24","Germany",0.011939693217872563,"Entertainment"
29122,2755,32,651,1,1,34,8,284,"1","Germany",0.11805507863470915,"Film & Animation"
531512,25953,903,5542,1,1,9,2,27,"23","Germany",0.06095440930778609,"Comedy"
556825,2537,829,602,9,3,7,12,71,"20","United Kingdom",0.007126116823059309,"Gaming"
19421,491,57,107,1,1,22,6,131,"24","Germany",0.0337263786622728,"Entertainment"
5015,25,20,7,1,1,9,9,41,"15","Germany",0.01036889332003988,"Pets & Animals"
887689,64973,1399,3501,2,1,5,6,36,"23","Canada",0.07871337822142664,"Comedy"
5715,273,14,21,1,1,30,6,189,"24","Germany",0.05389326334208224,"Entertainment"
46844,5405,105,1435,1,1,25,7,314,"26","Canada",0.1482580479890701,"Howto & Style"
408037,22004,154,1448,3,0,27,9,130,"24","Canada",0.05785259670078939,"Entertainment"
1731034,53920,1670,6537,3,1,27,11,160,"10","Canada",0.03589010961078754,"Music"
6560,48,8,18,1,1,1,7,16,"25","Germany",0.011280487804878048,"News & Politics"
214681,1538,166,485,1,1,2,13,337,"24","Germany",0.010196524145126956,"Entertainment"
735347,3379,314,907,1,1,2,12,34,"17","Germany",0.006255550100836748,"Sports"
17701,816,55,105,1,1,12,11,43,"24","Germany",0.05513812778939043,"Entertainment"
3147793,67189,2576,3110,2,1,18,11,94,"1","Canada",0.02315114113285086,"Film & Animation"
15543723,299135,9885,22416,10,0,34,4,363,"23","United Kingdom",0.021322819507269913,"Comedy"
38600,140,90,519,6,1,9,14,9,"24","USA",0.019404145077720206,"Entertainment"
2330403,56586,7662,12136,4,0,2,14,49,"24","Canada",0.03277716343482222,"Entertainment"
849814,13150,154,797,6,1,13,5,172,"22","USA",0.016593042712875993,"People & Blogs"
3461,492,2,180,1,1,9,9,223,"24","Germany",0.19474140421843397,"Entertainment"
112317,1084,5790,890,2,1,38,10,63,"24","United Kingdom",0.0691257779321029,"Entertainment"
97014,1518,36,156,2,1,14,13,103,"17","Germany",0.01762632197414806,"Sports"
46915,375,126,75,2,2,1,8,34,"24","Germany",0.012277523180219546,"Entertainment"
435571,11039,245,467,2,1,18,14,434,"10","Canada",0.02697838010335858,"Music"
4981,0,0,0,1,1,33,12,491,"22","Germany",0.0,"People & Blogs"
52441,2462,50,400,1,1,12,5,149,"22","Germany",0.05552907076524094,"People & Blogs"
95810,2477,20,261,1,1,21,14,236,"1","Canada",0.02878613923390043,"Film & Animation"
4559,273,38,148,1,1,42,8,89,"29","Germany",0.10067997367843826,"Nonprofits & Activism"
1791867,30209,339,848,5,3,19,16,22,"24","USA",0.017521389701356183,"Entertainment"
1545884,8952,1195,2328,1,1,17,27,85,"24","Germany",0.008069816363970389,"Entertainment"
9248,124,10,20,2,13,9,5,118,"29","Germany",0.016652249134948095,"Nonprofits & Activism"
120020,1331,43,157,1,1,28,15,69,"23","Canada",0.012756207298783536,"Comedy"
133288,6972,120,1229,1,1,34,2,213,"23","Canada",0.0624287257667607,"Comedy"
8570,820,8,356,1,1,10,8,58,"25","Canada",0.1381563593932322,"News & Politics"
62100,3579,135,700,1,1,11,7,168,"26","Canada",0.07107890499194847,"Howto & Style"
14550,154,3,11,3,1,1,4,42,"19","Canada",0.01154639175257732,"Travel & Events"
1474175,100917,1969,4213,3,1,5,8,146,"28","Canada",0.07265012634185222,"Science & Technology"
414529,4821,261,1190,1,1,33,10,170,"24","Canada",0.01513042513310287,"Entertainment"
1486123,29647,1321,10180,14,1,22,9,28,"22","United Kingdom",0.027688152326557088,"People & Blogs"
88686,3941,54,385,1,2,34,5,285,"19","Canada",0.04938772748799134,"Travel & Events"
17127,2008,84,289,1,1,38,7,192,"24","Canada",0.13902026040754364,"Entertainment"
61932,1237,58,210,1,1,25,9,202,"24","Germany",0.024300846089259188,"Entertainment"
279563,1732,88,559,1,1,21,8,323,"23","United Kingdom",0.00850970979707615,"Comedy"
13092,1481,32,214,2,1,18,12,830,"22","Germany",0.1319126183929117,"People & Blogs"
3020870,17390,1239,5336,1,1,20,14,177,"17","Canada",0.007933145087342388,"Sports"
992813,47972,2077,3046,4,1,30,14,151,"23","Germany",0.053479356132524455,"Comedy"
22589,293,19,114,1,1,8,14,56,"24","Canada",0.018858736553189606,"Entertainment"
48737,583,91,254,1,1,3,8,16,"24","Germany",0.019040975029238565,"Entertainment"
199468,2711,210,442,2,1,45,13,61,"25","Canada",0.016859847193534803,"News & Politics"
12782,253,24,10,1,1,22,7,752,"26","Germany",0.022453450164293537,"Howto & Style"
421956,13616,231,1064,2,1,15,6,71,"2","Canada",0.03533780773350776,"Autos & Vehicles"
49789,112,54,167,1,1,7,16,28,"22","Germany",0.006688224306573741,"People & Blogs"
99343,1684,30,141,1,1,28,11,236,"24","Canada",0.018672679504343537,"Entertainment"
6805,174,11,37,1,1,1,5,59,"26","Germany",0.032623071271124175,"Howto & Style"
374585,855,79,92,11,1,38,11,228,"24","United Kingdom",0.0027390311945219375,"Entertainment"
2544,235,4,35,1,1,39,7,156,"25","Germany",0.10770440251572327,"News & Politics"
139039,3206,259,596,10,1,21,8,309,"22","USA",0.0292076323909119,"People & Blogs"
759157,49641,631,5918,3,1,7,6,98,"23","Canada",0.07401631019670503,"Comedy"
107401,8645,282,410,1,1,29,4,56,"24","Germany",0.08693587582983399,"Entertainment"
4757,79,1,6,1,1,1,5,8,"22","Germany",0.018078620979608998,"People & Blogs"
496160,37264,1034,6371,2,1,34,7,131,"24","Canada",0.0900294259916156,"Entertainment"
64845,298,74,0,1,1,24,4,72,"25","Germany",0.00573675688179505,"News & Politics"
3362,4,4,4,4,619,39,4,11,"2","USA",0.003569303985722784,"Autos & Vehicles"
11579,67,16,4,1,1,7,8,21,"17","Canada",0.007513602210899042,"Sports"
7887,708,15,61,1,1,9,8,116,"10","Germany",0.099404082667681,"Music"
5398,180,3,57,1,1,16,7,564,"2","Germany",0.0444609114486847,"Autos & Vehicles"
99817,6910,66,503,2,1,1,8,58,"20","Germany",0.07492711662342086,"Gaming"
131838,1387,119,126,1,1,24,8,225,"24","Germany",0.012378828562326492,"Entertainment"
249243,9590,1267,3116,7,1,26,9,714,"27","USA",0.0560617549941222,"Education"
342550,24701,2588,2009,3,1,34,2,310,"20","Germany",0.08552911983652021,"Gaming"
151350,1231,26,59,17,2,24,10,133,"1","United Kingdom",0.008695077634621738,"Film & Animation"
527285,7042,188,489,5,1,36,16,203,"23","United Kingdom",0.014639142019970224,"Comedy"
78570,2253,66,929,1,1,26,11,76,"25","Canada",0.041338933435153366,"News & Politics"
58116,1585,12,89,1,1,14,8,1,"29","Canada",0.029010943629981415,"Nonprofits & Activism"
509143,26802,588,2055,2,1,23,9,415,"27","Canada",0.057832475355646645,"Education"
105790,510,55,75,1,6,5,17,3,"22","Germany",0.006049721145665942,"People & Blogs"
143554,1689,230,401,1,1,17,8,189,"22","Germany",0.0161611658330663,"People & Blogs"
110637,3180,958,1628,2,1,17,9,135,"24","Germany",0.052116380596003146,"Entertainment"
472975,3375,162,975,1,1,7,16,378,"24","Germany",0.009539616258787463,"Entertainment"
42261,450,7,146,1,0,20,15,277,"24","Canada",0.014268474480017036,"Entertainment"
66211,447,12,59,2,1,37,7,219,"24","Canada",0.007823473440969023,"Entertainment"
68261,173,29,42,1,1,27,3,163,"1","Germany",0.003574515462709307,"Film & Animation"
12209,412,48,25,1,1,33,10,491,"26","Germany",0.039724793185355066,"Howto & Style"
216251,18584,133,3664,1,1,6,7,55,"24","Canada",0.10349547516543275,"Entertainment"
580342,6370,288,663,1,1,30,8,267,"24","USA",0.012614975307663413,"Entertainment"
1124883,6186,881,1168,3,1,19,6,231,"22","Germany",0.007320761359181355,"People & Blogs"
88478,713,124,225,1,1,33,10,36,"24","Canada",0.012002983792581207,"Entertainment"
1552678,128812,2599,13318,10,1,19,9,30,"10","United Kingdom",0.09321250123979344,"Music"
3266039,203349,4370,10389,14,1,31,9,316,"26","USA",0.06678058651473544,"Howto & Style"
2651,39,0,0,1,1,12,11,101,"24","Germany",0.014711429649188985,"Entertainment"
1133408,17097,1750,3286,9,1,36,5,197,"27","USA",0.019527831107597617,"Education"
290731,7553,303,1445,2,1,21,13,507,"26","Canada",0.031991772463204816,"Howto & Style"
309575,22093,733,3964,1,3,36,7,166,"1","Canada",0.08653799563918275,"Film & Animation"
571419,16185,392,1531,2,1,35,5,305,"2","Germany",0.031689530799640896,"Autos & Vehicles"
968805,32748,608,5432,2,1,4,3,142,"24","Germany",0.040036952740747624,"Entertainment"
253309,20098,733,1055,1,1,49,7,72,"24","Canada",0.08640040424935554,"Entertainment"
66287,723,25,503,1,1,20,16,149,"17","Canada",0.01887247876657565,"Sports"
192417,513,716,1206,13,1,26,6,274,"25","USA",0.012654807007696825,"News & Politics"
1657044,19649,1107,1912,3,1,22,7,470,"26","Canada",0.013679781586970533,"Howto & Style"
99623,4138,104,252,2,1,12,4,293,"26","Germany",0.04511006494484206,"Howto & Style"
2530,43,1,0,1,1,3,8,13,"22","Germany",0.017391304347826087,"People & Blogs"
85856,6729,81,448,1,2,21,6,142,"10","Germany",0.0845368989936638,"Music"
54875,6491,54,353,1,1,14,7,23,"23","Germany",0.12570387243735764,"Comedy"
8796,830,21,152,1,2,1,5,45,"22","Germany",0.11402910413824466,"People & Blogs"
160441,3206,150,758,2,1,24,5,34,"22","Canada",0.02564182472061381,"People & Blogs"
756379,5599,650,779,11,1,19,8,157,"24","USA",0.009291638186676256,"Entertainment"
17357,630,2,38,1,1,25,10,129,"1","Germany",0.03860114075012963,"Film & Animation"
1747480,131130,2896,10232,4,0,31,11,301,"23","USA",0.08255201776272117,"Comedy"
154543,10759,400,1236,2,1,29,9,116,"24","Germany",0.08020421500812072,"Entertainment"
341440,1584,1674,1465,1,1,36,4,131,"24","Germany",0.013832591377694471,"Entertainment"
82457,3509,44,516,1,1,16,5,197,"24","Canada",0.04934693234049262,"Entertainment"
822874,43005,907,2840,1,1,22,7,254,"23","Canada",0.05681550273796474,"Comedy"
1671755,8868,1329,3070,1,1,28,28,86,"24","Germany",0.007935971479074386,"Entertainment"
133094,1194,163,660,1,1,9,11,287,"25","Germany",0.01515470269133094,"News & Politics"
112272,819,215,1037,1,2,10,9,209,"25","Canada",0.018446273336183556,"News & Politics"
3881,86,16,43,1,1,11,9,199,"25","Canada",0.03736150476681268,"News & Politics"
7072,108,4,31,1,1,1,9,122,"17","Germany",0.02022058823529412,"Sports"
71075,602,211,59,6,2,10,12,149,"10","USA",0.012268730214562082,"Music"
109766,0,0,671,1,2,63,3,37,"25","Canada",0.006113004026747809,"News & Politics"
4728752,246257,10619,21763,5,1,7,10,123,"24","Germany",0.058924426571746624,"Entertainment"
70692,4839,187,233,2,1,14,5,29,"1","Germany",0.07439314208114073,"Film & Animation"
25226,222,15,41,1,1,23,4,23,"22","Germany",0.0110203758027432,"People & Blogs"
163163,4789,128,2426,1,1,16,8,231,"24","Canada",0.045004075678922305,"Entertainment"
79847,489,59,244,1,1,18,7,198,"25","Canada",0.009918970030182725,"News & Politics"
38148,1716,37,167,1,1,29,10,183,"24","Germany",0.05033029254482542,"Entertainment"
491842,23142,946,2238,3,1,26,11,151,"10","Canada",0.053525319106542346,"Music"
293081,3165,785,471,4,1,23,10,77,"24","Germany",0.015084567065077572,"Entertainment"
35886,2542,36,254,1,1,60,14,705,"2","Germany",0.07891656913559605,"Autos & Vehicles"
308327,6482,671,1115,1,1,37,2,25,"22","Canada",0.026815685943819386,"People & Blogs"
479410,2653,168,599,1,1,3,8,12,"17","Germany",0.007133768590559229,"Sports"
258773,18327,5971,5627,3,1,12,5,44,"24","Germany",0.1156418946335205,"Entertainment"
81477,418,64,54,1,1,17,8,47,"24","Germany",0.006578543638081913,"Entertainment"
1202073,14661,301,567,2,1,1,14,1,"1","Canada",0.012918516595913893,"Film & Animation"
7705,802,5,79,1,1,18,6,65,"25","Germany",0.11499026606099935,"News & Politics"
1050955,29657,753,2959,2,1,10,10,84,"1","Canada",0.03175112159892669,"Film & Animation"
25268,484,23,71,1,1,1,6,131,"22","Germany",0.0228747823333861,"People & Blogs"
68625,3269,60,376,2,4,8,3,529,"28","USA",0.05398907103825137,"Science & Technology"
5566,296,2,0,1,1,20,4,55,"17","Germany",0.053539346029464606,"Sports"
14707,798,16,178,2,1,19,8,109,"25","Germany",0.06745087373359625,"News & Politics"
74577,680,232,798,1,2,5,10,44,"25","Canada",0.022929321372541132,"News & Politics"
1838570,11700,1556,6124,4,1,54,11,121,"24","Canada",0.010540800731002898,"Entertainment"
686441,38638,2040,2526,4,1,37,8,185,"24","Germany",0.06293913096682745,"Entertainment"
163750,4633,54,633,10,2,4,8,65,"10","United Kingdom",0.03248854961832061,"Music"
308474,932,248,152,1,1,8,10,24,"24","Canada",0.004318030044671512,"Entertainment"
348706,2427,1037,784,3,2,1,10,27,"2","Canada",0.012182182124769863,"Autos & Vehicles"
803919,17930,869,0,1,2,15,8,22,"24","Canada",0.023384196666579593,"Entertainment"
385847,11289,187,777,8,2,16,7,220,"27","USA",0.0317561105826921,"Education"
105726,4637,76,515,2,1,10,8,105,"28","Germany",0.04944857461740726,"Science & Technology"
375003,18883,462,1394,3,1,39,8,275,"24","Germany",0.05530355757153943,"Entertainment"
1201873,12350,2983,6015,3,1,18,7,125,"24","Canada",0.01776227604746924,"Entertainment"
375227,11531,394,2242,1,1,43,9,190,"27","Canada",0.037755811815247835,"Education"
513360,7865,1093,1548,1,1,25,12,500,"24","Canada",0.020465170640486207,"Entertainment"
357936,2524,341,692,3,1,24,8,447,"24","Canada",0.009937530731750927,"Entertainment"
16205,643,51,158,1,1,26,14,521,"26","Germany",0.05257636531934588,"Howto & Style"
505113,3437,366,776,1,1,13,8,240,"24","Germany",0.00906529825999331,"Entertainment"
2944,32,0,3,2,2489,3,8,550,"25","USA",0.01188858695652174,"News & Politics"
6074,338,43,175,1,1,13,12,27,"24","Germany",0.09153770167928878,"Entertainment"
309973,5552,102,461,2,1,23,5,174,"24","Germany",0.01972752465537321,"Entertainment"
38876,336,13,0,1,1,22,13,164,"22","Canada",0.008977261035085914,"People & Blogs"
94139,2748,105,137,1,1,46,11,35,"24","USA",0.03176154409968238,"Entertainment"
172427,7612,570,649,2,1,15,9,106,"24","Germany",0.05121587686383223,"Entertainment"
3095,45,3,3,1,1,20,16,41,"22","Germany",0.016478190630048465,"People & Blogs"
17174,265,8,4,1,1,35,13,42,"24","Germany",0.016129032258064516,"Entertainment"
327325,6418,223,339,1,1,36,9,214,"23","United Kingdom",0.021324371801726114,"Comedy"
20100,1340,29,41,2,1,20,11,166,"26","Germany",0.07014925373134329,"Howto & Style"
77200,2391,545,420,3,1,23,10,187,"26","Germany",0.043471502590673575,"Howto & Style"
452600,39131,860,6144,3,1,20,6,204,"24","Germany",0.10193327441449404,"Entertainment"
13521617,295696,21117,28122,28,1,26,10,293,"22","United Kingdom",0.025509892788710107,"People & Blogs"
10256746,268212,34441,68628,8,1,40,5,116,"20","USA",0.036198712535145165,"Gaming"
315738,25194,2349,2550,2,2,26,5,92,"23","Canada",0.09531003553579233,"Comedy"
308411,35026,747,7999,1,1,13,2,7,"22","Canada",0.14192749285855563,"People & Blogs"
1376563,52264,1252,10412,4,1,30,14,650,"24","Canada",0.046440300952444606,"Entertainment"
4637,651,1,43,1,1,1,12,153,"17","Germany",0.14988138882898425,"Sports"
17772,1038,20,110,1,1,9,9,94,"17","Germany",0.06572135944181859,"Sports"
267612,2059,55,486,2,0,18,12,49,"17","Germany",0.00971555834566462,"Sports"
17860169,265650,12004,15594,17,1,32,10,26,"10","United Kingdom",0.016419105552696617,"Music"
6880,335,20,52,1,1,12,8,36,"24","Germany",0.059156976744186046,"Entertainment"
110349,2383,67,223,1,1,2,6,15,"23","Canada",0.024223146562270613,"Comedy"
4356,434,5,94,1,1,7,11,183,"24","Germany",0.12235996326905418,"Entertainment"
935486,4518,1759,1132,1,1,17,8,74,"28","Germany",0.007919947492533292,"Science & Technology"
